location_id,region_name,category_name,location_name,location_description
4,west-kareum,stay,명원팜민박,"

제주도 가족 농장 체험 명원팜민박입니다. 1층엔 주차를 편하게 할 수 있게 했고, 2층은 저희가 생활하면서 민박을 관리하고 있어요. 3층과 복층에 민박을 두었구요. 3층엔 10평 남짓한 넓은 테라스가 있어 저지 오름, 느지 오름, 한라산, 비양도까지 볼 수 있답니다. 주로 한 달 살이로 가족분들이 함께 오신답니다. 더블침대 1개와 싱글 침대 2개가 있고, 화장실은 3층에 2개가 있어요. 먹을거리가 풍부한 날엔 숙박객분들에게 나눠드릴 수도 있어 좋답니다. 저지예술인마을이 근처에 있다 보니 외국인분들이 머물다 가시기도 했어요.
""제주 시내에서 살다가 고향에서 농사를 위해 집을 지었는데 자녀들이 커서 나가자 빈 공간이 생겨서 3층과 복층을 2016년부터 민박을 하게 되었어요. 동쪽으론 감귤을, 서쪽으로는 블루베리를 모두 무농약으로 농사짓고 있어요. 수확철이 되면 민박객분들은 편하게 건강한 과일을 직접 수확해서 바로 드실 수 있답니다. 농사에 대한 욕심도 있어 열심히 공부하는 중이고 곧 우수 숙련 기술인 마이스터 과정도 들을 생각이에요.""

명원팜민박
제주특별자치도 제주시 한경면 저지리 501-1
제주특별자치도 제주시 한경면 중산간서로 3791-1
우리 숙소의 특별한 점
• 편백나무 향. 건강에 좋은 피톤치드 향이 느껴지는 숙소
• 맑은 공기. 오름들이 많은 곶자왈 지역이라 청정한 공기를 마실 수 있어요.
• 직접 만져보는 먹을거리. 무농약으로 키운 감귤 체험(11-1월)과 블루베리 체험(5-9월)도 할 수 있어요.
• 테라스. 넓은 테라스에 앉아 주변 경치를 감상할 수 있어요.
이런 여행객에게 추천
• 마을 내 조용하게 한 달 살이를 경험해 보고 싶은 분
• 제주의 서쪽 중심부에서 바다와 오름 모두 즐기고 싶은 분
• 자녀에게 박물관과 미술관 뿐만 아니라 자연을 느끼게 해주고 싶은 분
알아두면 좋은 사항
• 걸어서 15분이면 저지문화예술인마을, 제주현대미술관에 갈 수 있어요.
• 큰 대형마트와 편의점도 차로 10분 거리에 있어요.
• 오설록, 환상숲곶자왈, 항공우주박물관, 신화역사공원도 차로 15분 거리에 있어요.
"
5,west-kareum,stay,무위의 공간,"

무위의 공간은 인위적이지 않은 고즈넉함과 여유로움을 즐길 수 있는 공간입니다. '무(無)’에 가장 가까운 색인 검은색 외벽은 건물 자체의 화려함을 드러내지 않음으로, 자연의 색과 자연의 아름다움을 더 강조합니다. 해가 지고 어둠이 내리면 건물의 존재감은 사라지고, 이곳에 존재하는 ‘나’와 ‘제주의 자연’만이 오롯이 존재합니다. 무(無), 위(爲), 자(自), 연(然). 4개의 객실로 구성되며 네 개의 방 모두 영역 구분을 위한 최소한의 벽으로 구성되었습니다.

스테이 무와 위는 2인 객실로, 무형으로 존재하는 향과 소리, 마음의 움직임을 느끼며 온전히 내면에 집중할 수 있는 공간입니다. 스테이 자는 스스로 존재하는 제주의 자연을 테마로 한 객실로, 4인이 2개의 분리된 침실 공간에 머무르며 주방을 공유할 수 있습니다. 스테이 연은 자연스럽게 존재하는 제주의 자연이 주요 테마로, 이곳에서는 요가, 명상 등 다양한 프로그램이 진행됩니다. 다른 공간들과 완전히 독립된 ‘연(然)’은 제주의 동백나무와 로즈마리로 이루어진 통로를 지나면 만날 수 있습니다. 외부의 시선이 차단된 정원에서는 한라산과 제주 식생들을 바라보며, 프라이빗한 요가와 명상을 즐길 수 있습니다.
""무위의 공간 호스트 곽지혜입니다. 앞만 보고 쉼 없이 살다 보니, 잠시 멈출 수 있는 쉼이 있는 공간이 그리웠고 무위의 공간을 만들게 되었습니다. 무위의 공간은 요가쿨라 리더 3명이 함께 운영하고 있습니다. 저는 요가쿨라에서 요가를 가르치고 있고, 서울불교대학원 대학교에서 심신치유학과 교수를 맡고 있습니다. 요가와 명상은 제 직업이기도 취미이기도 합니다. 명상에서는 삶의 태도를 Doing mode 즉, 열심히 애쓰는 행위의 태도와 Being mode, 있는 그대로 허용하고 받아들이는 존재의 태도 두 가지로 나눕니다. 무위의 공간에서는 고요히 나 자신으로 존재할 수 있어요. 무위의 공간에서 Being mode 그저 존재하는 것으로 충분함을 경험하고 가시기를 바랍니다.""

무위의 공간
제주특별자치도 제주시 한경면 저지리 2481-3
제주특별자치도 제주시 한경면 명이1길 32
우리 숙소의 특별한 점
• 외부의 시선이 닿지 않는 프라이빗한 야외 정원과 야외 자쿠지
• 호텔에 버금가는 고급스러운 인테리어와 깔끔하고 편안한 침구
• 정성 가득한 조식
• 숙소 내에서 요가와 명상을 즐길 수 있는 별도의 요가 스튜디오
이런 여행객에게 추천
• 일상에서 쌓인 고단함을 걷어내고 싶은 분
• 밖으로 향하는 분주한 마음을 되돌려 고요히 자기 내면을 응시하고자 하는 분
• 내 본연의 모습과 만나면서 자신을 온전히 채워가고 싶은 분
• 청결하고 편안하면서 고요한 공간에서의 온전한 쉼이 필요하신 분
• 프라이빗하게 요가와 명상, 다도를 즐기고 싶은 분
알아두면 좋은 사항
• 차로 10분 거리에 저지오름이 있어요.
• 저지예술인마을, 제주현대미술관, 오설록, 곶자왈 탐방이 가능해요.
• 차량 1분 거리에 편의점과 대형마트가, 도보거리에 귤 따기 체험 가능한 브런치 카페가 있어요.
• 조식을 제공해 드려요.
• 버스정류장에서 도보 거리에 있어요.
• 각 객실마다 냉온정수기, 요가 매트, 싱잉볼, 다기, 녹차가 준비되어 있어요.
"
6,west-kareum,stay,바사팬스파,"

바사팬스파는 바다를 사랑한 팬더 (바사팬)의 스파 숙소라는 뜻이에요. 남편이 낚시를 좋아해서 낚시 동호회에서 사용하는 닉네임이 팬더였어요. 바다를 사랑한 팬더라는 뜻입니다. 풍차와 푸른 바다를 한눈에 내려다볼 수 있는 숙소에요. 신개물공원에서 바라보는 모습도 예뻐요. 집 앞에 바닷길이 열리는 곳이 있어서 길을 걸어볼 수 있답니다.
숙소에서 스파를 즐기며 푸른 바다를 즐겨보세요.
""제주를 너무 좋아해서 10년째 되었어요. 이국적인 분위기를 느낄 수 있는 공간을 찾다 신창리의 풍차가 예뻐서 바사팬스파를 만들게 되었어요. 남편이 낚시를 좋아해서 오시는 분들이 궁금한 점이 있다면 알려드리기도 한답니다. 야자나무와 풍차가 보이는 제주스러운 공간에서 편안히 쉬다 가세요.""

바사팬스파
제주특별자치도 제주시 한경면 신창리 936
제주특별자치도 제주시 한경면
우리 숙소의 특별한 점
• 복층형 객실. 층고가 높아서 예쁘고, 탁 트인 느낌을 받을 수 있어요.
• 전체 오션뷰. 앞, 뒤로 멋진 바다를 보며 잠들 수 있어요.
• 욕실 스파. 대형 제트스파로 피로를 풀어보아요.
이런 여행객에게 추천
• 바다와 풍차를 보면서 숙소에서 휴식을 취하고 싶은 분
• 자연환경을 좋아하시는 분
• 제주 바다낚시를 좋아하고 경험해 보고 싶은 분
알아두면 좋은 사항
• 바비큐 이용 희망 시 미리 전화 주시면 가능 여부를 확인 후 안내해 드려요.
• 호스트가 직접 제주의 해산물인 바다 보말, 거북손, 괭이 캐는 방법을 알려드리기도 해요.
• 천연 로즈마리 허브 입욕제가 준비되어 있어 피부미용과 피로회복에 좋아요.
"
7,west-kareum,stay,배배게스트하우스,"

신창항 바로 앞에 위치한 배배게스트하우스는 관광객이 많이 없는 한적한 마을에 위치합니다. 서쪽에 위치해 있어 전 객실에서 신창 풍차 해안 풍경과 돌담이 있는 제주 마을의 아름다운 전경을 통창으로 볼 수 있어요. 조용히 스스로에게만 집중할 수 있는 시간을 누려보세요.
""게스트하우스를 여는 것이 로망이던 남편을 따라 제주에 이주하여 게스트하우스를 운영하게 되었어요. 내가 사용하는 것처럼 생각하고 운영하고 있어 자연스럽게 침구류의 질과 청소에 신경을 많이 쓰게 되었습니다. 게스트 분들이 편안하게 있다가 가셨으면 좋겠기에 “편안하게 잘 쉬었다 간다, 또 방문하겠다""라고 하시면 제일 기분이 좋아요.""

배배게스트하우스
제주특별자치도 제주시 한경면 신창리 511
제주특별자치도 제주시 한경면 신창1길 20
우리 숙소의 특별한 점
• 숙소에서 바라보는 푸르른 바다
• 한적하고 조용한 마을
• 모든 사람이 편안하게 사용할 수 있는 개별 욕실
• 숙소 바로 앞 바다 산책
이런 여행객에게 추천
• 조용하고 한적한 제주바다를 즐기고 싶은 분
• 혼자 여행 오신 분
• 바다 산책, 낚시를 좋아하는 분
• 주변 인프라가 잘 갖춰진 곳을 원하는 분
• 자전거 타고 해안 도로를 달리고 싶은 분
알아두면 좋은 사항
• 빨간색 102번(202번도 가능) 직통버스에서 내려 5분만 걸으면 숙소에 도착해요.
• 걸어서 5분 거리에 은행, 병원, 편의점, 한경 도서관과 식당들이 있어요.
• 신창에서 운영하는 야외 수영장과 스킨스쿠버 체험을 할 수 있어요.
• 숙소 근처에서 전기자전거를 빌려 시원하게 산책할 수 있어요.
• 용천수가 올라오는 싱게물 공원과도 가까워 산책하기 좋아요.
"
8,west-kareum,stay,별빛소랑,"

푸릇푸릇 예쁜 잔디마당에서 신창리 풍차 해안 도로와 한라산 뷰가 막힘없이 파노라마로 펼쳐지는 제주의 자연을 만날 수 있는 숙소입니다. 여행이 진정한 힐링이 될 수 있도록 청결함은 기본! 내 집 같은 편안함 속에 우리 가족만의 특별한 추억을 담을 수 있는 곳입니다.
""1주 여행이 2주가 되고, 한 달이 되고, 두 달이 되고. 그렇게 해마다 제주를 여행하다 제주가 좋아서 아예 제주로 이주했어요. 여행을 좋아하고, 여행객으로 머물렀던 제주에서의 시간이 길다 보니 최대한 여행객의 입장에서 생각하고, 숙소를 운영하려고 노력합니다. 여행지, 맛집 등 제주 여행 정보 가이드도 가능해요. 언제든 편히 말씀 나눠주세요.""

별빛소랑
제주특별자치도 제주시 한경면 신창리 1371-11
제주특별자치도 제주시 한경면 한경해안로 474-30
우리 숙소의 특별한 점
• 푸른 잔디에 펼쳐진 하얀 집과 푸르른 바다를 보며 즐기는 바베큐
• 도보 5분 거리의 일몰 맛집, 신창풍차해안도로와 싱게물공원
•일몰 혹은 일몰 후에 하는 붉은 하늘빛 아래 특별한 산책
• 아침에 만나는 한라산 쪽에서 떠오르는 아침 햇살 속에 반짝이는 신창풍차해안도로
이런 여행객에게 추천
• 제주의 자연을 마음껏 만나고 싶은 분
• 아이들에게 마당에서 마음껏 뛰어노는 시간을 선물하고 싶은 분
• 부모님께 진정한 쉼의 시간을 선물하고 싶은 분
알아두면 좋은 사항
• 주전길 버스정류장에서 1km. 숙소까지 도보 이동이 가능해요.
• 편의점, 약국, 한경의원, 도서관 등은 차로 3분, 한경 하나로마트는 차로 7분 거리에 있어요.
• 외출 시 해안 도로 쪽 길을 이용하면 용수포구까지 멋진 드라이브를 할 수 있어요.
• 유아용 의자 및 기타 유아용품이 비치되어 있어요.
"
9,west-kareum,stay,보롬제주,"

""보롬은 ‘바람’을 뜻하는 제주어로 무려 100년 된 제주 돌집을 개축한 숙소예요. 최대한 제주스러운 느낌을 유지하며 ‘새것 같지 않게’ 개축하는데 집중하며 시간과 노력을 많이 들였어요.
안거리 밖거리 두 개의 공간이 있는데, 각각의 숙소는 성인 2인에게 적합한 크기예요. 보롬제주로 오는 올레길 진입로와 자연스럽게 이어지는 마당은 숙소에 비해 넓은 편인데, 많은 분들이 보롬제주의 올레길과 마당을 무척 좋아하세요. 스노클링과 다이빙을 즐길 수 있는 판포 포구, 신창풍차해안도로, 협재해수욕장 등도 근거리에 있어서 제주를 제주답게 누리다 가실 수 있답니다.""
""고등학생과 중학생 두 아들을 둔 엄마예요. 큰 아이가 초등학교 2학년 때 제주에 왔으니 이제 제주살이 10년 차 정도가 되었네요. 보롬제주를 운영하기 시작한 지는 약 3년 정도 되었어요. 이 집을 처음 만났을 때가 생각나요. 제가 상상하던 바로 그런 집이였어요. 특히 길가에서 숙소로 들어가는 약 50미터 정도의 올레길이 좋았어요. 그리고 지금도 여전히 ‘아, 정말 좋다!’ 생각해요.""

보롬제주
제주특별자치도 제주시 한경면 신창리 936
제주특별자치도 제주시 한경면 성굴로 35-1
우리 숙소의 특별한 점
• 100년된 제주 돌집과 운치있는 초가지붕
• 구옥의 낭만을 살리고 더 없이 편리하게 개축된 실내
• 올레길 진입로와 자연스럽게 이어지는 넓은 마당
이런 여행객에게 추천
• 조용하고 고즈넉한 진짜 제주 시골마을에 머물고 싶은 분
• 잘 가꿔진 마당에서 바람을 느끼고, 하늘 보는 힐링여행을 꿈꾸는 분
• 해변과 관광지가 멀지 않은 거리에서 여행과 휴식을 동시에 원하는 분
알아두면 좋은 사항
• 스노클링과 다이빙을 즐길 수 있는 판포 포구, 신창풍차해안도로, 협재해수욕장 등이 근거리에 있어요.
• 성산 일출봉의 해돋이에 견줄만한 해질녁 풍경이 장관인 수월봉과 가까워요.
• 별도의 단독 주차 공간이 마련되어 있어요.
"
10,west-kareum,stay,삼삼구옥,"

제주시 한경면 두신로 33. 도로명에서 착안하여 삼삼구옥이라 지었어요. 삼삼구옥! 귀에 쏘옥 들어오는 저희 숙소는 오래되지 않은 구옥을 리모델링하여 만들게 되었어요. 제가 하나하나 세심하게 살펴보며, 여행 오는 대구 친구들의 손을 빌리기도 하여 지금의 삼삼구옥이 되었어요. 삼삼구옥을 나서면 해안 도로가 펼쳐져요. 해질녘 해안 도로 산책이 얼마나 낭만적인지 꼭 알려드리고 싶어요.
""대구에서 나고 자랐어요. 군 제대 후 무엇을 하고 살아야 할까를 고민하다가 아름다운 제주에서 지내보자는 생각이 들었습니다. 그래서 2019년 5월부터 제주에서 6개월 넘게 살다 보니 숙박업이 저와 잘 맞을 것 같다는 생각이 들었죠. 구옥을 좋아해서 여기저기 찾아다니다가 지금의 삼삼구옥을 만나게 되었어요. 6개월간의 리모델링을 거쳐 2020년 4월 24일에 삼삼구옥을 오픈했습니다. 제주에서 나고 자라진 않았지만, 제주를 사랑하는 청년입니다.""

삼삼구옥
제주특별자치도 제주시 한경면 신창리 485
제주특별자치도 제주시 한경면 두신로 33
우리 숙소의 특별한 점
• 예술 같은 해질녘 해안 도로에서의 산책
• 커다란 마당, 아주 오래된 나무 아래 데크에서 즐기는 커피, 바베큐, 와인 한 잔
• 좋아하는 LP 음악을 크게 틀어놓고 즐기는 진공관 전축
• 자전거와 함께 노을 속을 달리면서 동네 한 바퀴
• 특별한 웰컴 드링크, 시원한 제주 유산균 막걸리와 사이다
이런 여행객에게 추천
• 자연 속에서 LP 감성 음악을 듣기를 원하는 분
• 애월과 중문을 동시에 여행할 수 있는 위치의 숙소를 원하는 분
• 나무 아래 데크에서 예술적 감성을 충전하고 싶은 분
알아두면 좋은 사항
• 방 2개, 거실, 주방, 화장실, 마당, 야외 창고로 이루어져 있어요.
• 총 4인이 묵을 수 있도록, 슈퍼싱글 침대 2개와 킹사이즈 침대 1개가 준비되어 있어요.
• 별채에 호스트가 묵고 있어, 필요할 때 바로 도움을 드릴 수 있어요.
• 202번 버스 정류장이 숙소 바로 앞에, 102번 급행 버스정류장이 약 500m 거리에 있어요.
"
11,west-kareum,stay,신창여관,"

신창여관은 해녀 할머니 혼자 사시던 돌집이에요. 집이 너무 예뻐서 집을 그대로 살려 제주스러움을 지키고 최대한 돌집 분위기를 살리고자 했어요. 보일러를 보면 옛날식이라 하는 분들도 계시지만 최대한 자연스럽게 할머니 집에 오면 느낄 수 있는 분위기를 지키고 싶었어요. 저희 동네에는 자연적인 굴이 있어요. 그래서 주소도 선굴로에요. 지금은 들어갈 수 없지만 그래도 저희 집 밑이 다 굴로 되어 있어요. 그래서 물이 좋답니다. 제주도에 비가 오면 물이 많이 차는데 저희 동네는 굴 덕분에 물이 차지 않아요.
""전에는 그냥 제주도에 세컨드하우스가 있으면 좋겠다고 생각하고 있었어요. 실제로 제주도를 왔는데 현무암의 돌담이 너무 예뻐서 무턱대고 구옥을 알아봤어요. 신창 풍차해안도로가 그 당시에는 덜 알려져 있어서 근처가 정말 조용했어요. 조용한 곳에 이런 집이 하나 있으면 ‘모르는 사람이 왔을 때 이 마을을 알아가기에 좋겠다’ 싶어서 조금씩 고쳐가며 가꿔보자는 생각에 시작했어요.""

신창여관
제주특별자치도 제주시 한경면 신창리 940
제주특별자치도 제주시 한경면 성굴로 41
우리 숙소의 특별한 점
• 밖거리에서 몸을 녹여줄 널찍한 자쿠지와 마을 굴에서 흐르는 깨끗한 물
• 바람에 흔들리는 대나무 소리에 둘러싸인 숙소
• 할머니 집에 온 것 같은 친근함과 감성적인 소품
• 몸과 마음을 녹여줄 다도 시간과 집 안에서 바라보는 바다 위 하얀 풍차
이런 여행객에게 추천
• 비가 오더라도 날씨에 구애받지 않고 집안에서 제주스러움을 느끼고 싶은 분
• 우드앤 화이트톤의 자연스러운 공간의 감성 숙소에서 묵고 싶은 분
• 몸과 마음을 푹 쉴 수 있는 신혼여행을 꿈꾸는 분
알아두면 좋은 사항
• 풍차 해안 도로에 물 들어올 때 숙소 바로 앞 싱게물 공원에서 사진을 찍어보세요.
• 풍차 해안 도로에서 자전거를 빌릴 수 있어요.
• 숙소 근처 판포 포구는 스노클링과 수영하기 좋아요.
• 웰컴 선물로 마음 샌드와 드링크를 준비해두어요.
• 자유롭게 사용 가능한 폴라로이드도 준비되어 있어요.
"
12,west-kareum,stay,신창윤업사bikely,"

‘자전거는 사랑입니다’
자전거로 제주를 여행하며 서쪽의 노을을 마음에 담아온 여행자는 추억을 되새기며 신창 풍차가 보이는 곳에 자전거 수리와 카페를 겸한 독채 펜션을 지었어요. 그래서인지 여행자의 마음을 알아주는 섬세함이 숙소 곳곳에 보이는데요. 모던한 인테리어에 아늑한 분위기, 포근하고 바삭한 침구, 복층 구조의 높은 층고.. 객실마다 개별 테라스에 자쿠지가 있습니다. 따뜻한 물을 받아 노곤해진 몸과 마음을 담가보세요. 심호흡 한번에 풍차와 노을이 눈에 가득 들어올거예요.

투숙객은 자전거를 무료로 이용할 수 있으니 시원하게 신창리 바닷가를 달려보세요.
"" 제주도의 시원한 바람과 풍경을 온몸으로 느끼며 즐기다가 잠시 쉬어가는 쉼터 같은 곳이랍니다. 자전거도 사람도 모두 한 템포 쉬어갈 수 있는 섬세함이 돋보이는 곳이죠. 자전거 타며 지쳐있던 몸을 따뜻한 물로 녹이면서 주변을 둘러보면 아름다운 노을이 선물처럼 찾아올거예요. ""

신창윤업사bikely
제주특별자치도 제주시 한경면 신창리 482-1
제주특별자치도 제주시 한경면 두신로 34
우리 숙소의 특별한 점
• 모던한 인테리어에 개방감 있는 공간이 주는 편안함
• 노곤해진 몸과 마음을 힐링 시켜줄 객실 개별 자쿠지
• 신창리 바다를 달릴 수 있는 투숙객을 위한 무료 자전거
이런 여행객에게 추천
• 제주도의 푸른 바다를 보며 자전거와 함께 여행을 원하시는 분
• 나만을 위한 프라이빗한 공간과 함께 자연이 주는 힐링을 느끼고 싶은 분
알아두면 좋은 사항
• 자전거를 대여해서 신창 풍차 해안 도로를 달려보시면 제주다운 제주를 느껴보실 수 있어요.
• 올레 12-1길은 차귀도가 품에 안길듯한 풍경을 선사하며 근처 바다에서 배낚시도 즐기실 수 있어요.
"
13,west-kareum,stay,오운스테이,"

신창리 조용한 마을에 위치한 독채 숙소예요. 숙소 전면에는 밭이 넓게 펼쳐져 밭의 농작물에 따라 거실에서 보이는 풍경이 달라집니다. 오운스테이를 준비하며 내내 저희 부부가 여행할 때를 돌이켜 보았어요. 여행을 할 때 저희가 무엇을 선호하는지, 어떤 부분이 좋고 어떤 부분이 불편했는지를 떠올리며 가구를 배치하고 인테리어를 진행했습니다. 그러다 보니 공간 곳곳 저희 부부의 여행 취향이 담겨 있어요.
""오운스테이를 준비할 때만 해도 아내와 저 이렇게 둘이었는데, 이젠 돌 지난 아이까지 셋이 오운스테이에서 차로 5분 거리에 살고 있습니다. 오운스테이를 찾아주신 분들이 불편함을 겪고 그로 인해 아쉬움을 가지고 떠나지 않도록 하는 것에 집중하며 스테이를 운영하고 있어요. 그래서 숙소의 장점 보다 ‘불편함을 느낄 수 있겠다’ 생각되는 부분에 대해 더 상세히 설명하려고 합니다.""

오운스테이
제주특별자치도 제주시 신창리 1056-3
제주특별자치도 제주시 한경면 성굴로2길 8
우리 숙소의 특별한 점
• TV와 소파 대신 낮은 테이블과 좌식 의자로 거실을 꾸몄어요.
• 호스트의 여행 취향이 숙소 곳곳 스며 있어요.
• 조용하고 평화로운 시골마을이라 밤에는 무척 조용해요.
이런 여행객에게 추천
• 어린 시절 시골 할머니 집 향수를 다시 한번 느껴보고 싶은 분
• 고향 집의 추억을 가진 부모님과 함께 하는 여행을 계획하는 분
알아두면 좋은 사항
• 이웃에게 폐가 될 우려가 있어 야외 바비큐 장비는 제공하지 않아요.
• 차로 5~10분 거리에 신창해안도로, 협재 해수욕장, 금릉 해수욕장, 판포 포구가 있어요.
• 개인 차량 혹은 그 외 개별 이동 수단이 있는 여행객에게 추천드려요.
"
14,west-kareum,stay,옹하우스,"

1층에 옹다방이 있고, 2층에는 옹하우스가 있어요. 바닷가 바로 앞에 위치해 있어서 바다로 둘러싸인 느낌이 들어요. 해안 도로에서 이렇게 바다와 가까운 숙소는 없을 거예요. 뷰 맛집 그 자체입니다. 1층 옹다방의 시그니처 메뉴인 선셋 에이드, 옹다방라떼를 드시면서 바다를 바라봐도 좋고요.
""서울에서 회사를 다녔어요. 2019년에 제주도에 지인들과 여행 왔다가 제주에 반해버렸어요. 그때가 서른아홉이었는데, 한살이라도 어릴 때 제주에서 살아봐야겠다는 생각이 들어서 그때부터 매주 주말마다 제주도에 내려와서 해안 도로를 따라 두 바퀴를 돌았지요. 두 달 넘게 제주를 다니다가 지금의 옹하우스, 옹다방 자리를 발견하는 순간, 여기다 싶었습니다. 2020년 말에 옹하우스를 오픈하였어요. 제 아내를 부르는 애칭에 ‘옹’이 들어가서 옹하우스, 옹다방이라는 이름을 지었어요. ""

옹하우스
제주특별자치도 제주시 한경면 신창리 1451-1
제주특별자치도 제주시 한경면 한경해안로 420
우리 숙소의 특별한 점
• 바닷가에 가까운 곳에 위치해있어요. 삼면이 바다로 둘러싸여 있는 느낌으로 해변 산책하기 좋아요.
• 주변에 번잡한 것들이 없어서 편안하게 휴식을 취할 수 있어요.
• 1층 옹다방에서 맛있는 커피, 음료, 디저트를 드실 수 있어요.
이런 여행객에게 추천
• 둘만의 시간을 보내고 싶은 연인, 부부
• 자연 안에서 조용히 휴식을 하고 싶은 분
알아두면 좋은 사항
• 제주 국제공항에서 차로 오시는 것이 편리해요.
• 마트와 편의점 등은 차로 5-6분 정도 거리에 있어요.
"
15,west-kareum,stay,저지돌담민박,"

서쪽의 북적이는 금능, 협재를 조금만 지나면 한적한 마을 저지리가 나오는데요. 저지리는 자연이 아름다운 생태 환경 보존지역이면서도 문화예술인 마을이 형성되어 자연과 예술이 공존하고 있습니다.
저지리에서도 아늑한 동네에 위치한 돌담과 감귤과수에 둘러싸인 농가를 리모델링한 민박집이 바로 돌담민박이예요. 농촌 전원생활을 테마로 고향 집의 포근함을 담아 오직 한 팀만이 이용 할 수 있는 독채 농촌가옥 입니다. 외관은 농가이나 내부는 깔끔하게 리모델링 되었어요. 유행에 치우치지 않고 제주다운 숙소 돌담 민박에서 여유로운 제주의 정취를 한껏 느껴보실수 있습니다. 10분 이내의 거리에 신화역사공원, 오설록, 금오름, 방림원, 한림공원 등 관광지로 이동도 편하답니다.
"" 제주 서쪽의 조용하고 아늑함을 담은 나만의 숙소, 고향 집의 포근함이 느껴지는 오직 한 팀만을 위한 힐링 공간입니다. 여유로운 제주의 정취를 가득 담은 자연과 예술을 함께 느껴보실 수 있습니다. ""

저지돌담민박
제주특별자치도 제주시 한경면 저지리 532-12
제주특별자치도 제주시 한경면 저지12길 8-1
우리 숙소의 특별한 점
• 오직 한 팀만이 이용할 수 있는 독채 농촌 가옥
• 생태 환경 보존지역으로 제주다운 자연을 느낄 수 있는 돌담 민박 숙소
• 제주현대미술관, 야생화 박물관, 방림원등 주변에 관광지 인접
이런 여행객에게 추천
• 주변 방해받지 않고 프라이빗하게 독채로 이용 원하시는 분
• 꾸미지 않은 자연 그대로를 느끼시고 싶은 분
• 펜션 주변 관광지의 방문을 원하시는 분
알아두면 좋은 사항
• 걸어서 2~3분 거리에 있는 저지녹색체험공원 에서 곶자왈산책 체험을 할 수 있어요.
• 10분 이내의 거리에 신화역사공원, 오설록, 금오름 관광지가 있어 이동도 용이해요.
"
16,west-kareum,stay,저지맨션,"

제주 속 작은 유럽에 온듯한 느낌이 드는 저지맨션. 유럽에서는 흔히 볼 수 있는 오렌지빛 건물 컬러가 꼭 제주의 대표 과일인 귤을 떠올리게 되어요. 저지맨션으로 오시는 분들은 저희 건물이 눈에 딱 들어오실 거예요. 저지맨션 바로 옆에는 작은 연못이 있어요. 물이 귀한 저지리에서 생활용수와 농업용수로 이용해온 아주 역사가 있는 연못이에요. 지나치지 마시고 꼭 보시면서 2층으로 올라가세요.
""약 4년 전에 제주에 입도한 아직은 관광객 같은 제주도민입니다. 민박을 운영한지도 4년이 넘어갑니다. 첫 손님을 받았을 때가 엊그제 같은데 벌써 민박을 한 지 4년이 넘었다는 게 놀랍기도 합니다. 처음 민박집을 시작할 때 아무것도 모른 채 시작을 해서 정말 떨리고 했어요. 승무원 했던 경력을 무기 삼아 승객을 대하듯 머무시는 동안 불편함 없이 지내실 수 있게 준비하다 보니 이제는 조금은 능숙한 호스트가 된 듯합니다.""

저지맨션
제주특별자치도 제주시 한경면 저지리 3118-3
제주특별자치도 제주시 한경면 명이5길 17 2층
우리 숙소의 특별한 점
• 유럽 어느 작은 시골 마을에 있는 듯한 쨍한 오렌지빛 건물
• 독특한 집 구조
• 이국적인 분위기. 소품이나 벽지, 러그, 가구 등 프랑스에 직접 주문했어요.
• 2층으로 올라가는 계단 벽에서 볼 수 있는 프랑스에서 건너온 유럽풍 표지판
이런 여행객에게 추천
• 유럽 시골마을에 온 느낌의 숙소에서 휴식하고 싶은 분
• 아기자기한 소품과 다양한 색감을 좋아하시는 분
• 뚜벅이로 여행하시는 분
알아두면 좋은 사항
• 숙소 도보 5분 이내 거리에 맛집, 카페, 대형마트, 편의점, 버스 정류장 등이 있어요.
• 오설록, 저지오름, 환상숲등 유명한 관광지가 차로 5분 거리에요.
• 여성 1인도 예약 가능해요.
• 유아 동반이 어려워요.
"
